,uri,label,kind,inscription_of,position,start_pos,end_pos,rank,max_before_date,max_abs_before_date,min_after_date,min_abs_after_date,avg,avg_year,yearlabel,baseline_position
1 H.10,faust://document/faustedition/1_H.10,1 H.10,Witness,,1,1,2,2,,,1800-11-09,,1800-11-09,1800.0,1800,13
1 H.15,faust://document/faustedition/1_H.15,1 H.15,Witness,,2,3,4,2,,,1776-01-02,1776-01-02,1776-01-02,1776.0,1776,18
1 H.8,faust://document/faustedition/1_H.8,1 H.8,Witness,,3,6,5,0,,,,,,,,11
wa: 182,faust://document/wa/182,wa: 182,UnknownRef,,4,8,7,0,,,,,,,,2
wa: 182 i_r_o,faust://inscription/wa/182/i_r_o,wa: 182 i_r_o,Inscription,wa: 182,5,9,10,2,,,1831-11-27,,1831-11-27,1831.0,1831,3
2 III H.12a,faust://document/faustedition/2_III_H.12a,2 III H.12a,Witness,,6,12,11,0,,,,,,,,339
2 III H.2:1,faust://document/faustedition/2_III_H.2_1,2 III H.2:1,Witness,,7,13,14,2,,,1826-05-19,,1826-05-19,1826.0,1826,307
2 III H.2:2,faust://document/faustedition/2_III_H.2_2,2 III H.2:2,Witness,,8,16,15,0,,,,,,,,308
2 III H.3a:1,faust://document/faustedition/2_III_H.3a_1,2 III H.3a:1,Witness,,9,18,17,0,,,,,,,,316
2 III H.3a:2,faust://document/faustedition/2_III_H.3a_2,2 III H.3a:2,Witness,,10,20,19,0,,,,,,,,317
2 III H.4,faust://document/faustedition/2_III_H.4,2 III H.4,Witness,,11,21,22,2,,,1826-06-10,1826-12-11,1826-06-10,1826.0,1826,319
2 III H.45a,faust://document/faustedition/2_III_H.45a,2 III H.45a,Witness,,12,24,23,0,,,,,,,,383
2 III H.45b,faust://document/faustedition/2_III_H.45b,2 III H.45b,Witness,,13,26,25,0,,,,,,,,384
2 III H.46a,faust://document/faustedition/2_III_H.46a,2 III H.46a,Witness,,14,28,27,0,,,,,,,,386
2 III H.46b,faust://document/faustedition/2_III_H.46b,2 III H.46b,Witness,,15,29,30,2,,,1826-04-01,1826-10-11,1826-04-01,1826.0,1826,387
2 III H.48,faust://document/faustedition/2_III_H.48,2 III H.48,Witness,,16,31,32,2,,,1826-05-19,,1826-05-19,1826.0,1826,389
2 III H.49,faust://document/faustedition/2_III_H.49,2 III H.49,Witness,,17,33,34,2,,,1825-04-06,,1825-04-06,1825.0,1825,391
2 III H.5,faust://document/faustedition/2_III_H.5,2 III H.5,Witness,,18,35,36,2,,,1825-04-06,,1825-04-06,1825.0,1825,320
2 III H.50,faust://document/faustedition/2_III_H.50,2 III H.50,Witness,,19,37,38,2,,,1826-05-19,,1826-05-19,1826.0,1826,395
2 III H.60,faust://document/faustedition/2_III_H.60,2 III H.60,Witness,,20,39,40,2,,,1826-05-02,1826-06-14,1826-05-02,1826.0,1826,417
2 III H.61,faust://document/faustedition/2_III_H.61,2 III H.61,Witness,,21,41,42,4,,,1826-05-19,,1826-05-19,1826.0,1826,418
2 III H.64e,faust://document/faustedition/2_III_H.64e,2 III H.64e,Witness,,22,44,43,0,,,,,,,,426
2 III H.66,faust://document/faustedition/2_III_H.66,2 III H.66,Witness,,23,45,46,2,,,1824-10-10,,1824-10-10,1824.0,1824,428
2 III H.68,faust://document/faustedition/2_III_H.68,2 III H.68,Witness,,24,47,48,2,,,1826-05-19,,1826-05-19,1826.0,1826,431
2 III H.69,faust://document/faustedition/2_III_H.69,2 III H.69,Witness,,25,49,50,4,,,1826-05-19,,1826-05-19,1826.0,1826,432
2 III H.76,faust://document/faustedition/2_III_H.76,2 III H.76,Witness,,26,51,52,2,,,1824-04-14,,1824-04-14,1824.0,1824,443
2 III H.8,faust://document/faustedition/2_III_H.8,2 III H.8,Witness,,27,53,54,4,,,1825-04-06,,1825-04-06,1825.0,1825,330
2 III H.81,faust://document/faustedition/2_III_H.81,2 III H.81,Witness,,28,55,56,2,,,1824-04-14,,1824-04-14,1824.0,1824,449
2 III H.81a,faust://document/faustedition/2_III_H.81a,2 III H.81a,Witness,,29,57,58,6,,,1826-05-19,,1826-05-19,1826.0,1826,450
2 III H.81b*,faust://document/faustedition/2_III_H.81b_,2 III H.81b*,Witness,,30,60,59,0,,,,,,,,451
2 II H.11a,faust://document/faustedition/2_II_H.11a,2 II H.11a,Witness,,31,62,61,0,,,,,,,,233
2 II H.13a,faust://document/faustedition/2_II_H.13a,2 II H.13a,Witness,,32,64,63,0,,,,,,,,236
2 II H.16,faust://document/faustedition/2_II_H.16,2 II H.16,Witness,,33,65,66,2,,,1830-01-18,,1830-01-18,1830.0,1830,239
2 II H.21,faust://document/faustedition/2_II_H.21,2 II H.21,Witness,,34,67,68,2,,,1830-06-26,,1830-06-26,1830.0,1830,245
2 II H.26,faust://document/faustedition/2_II_H.26,2 II H.26,Witness,,35,69,70,4,,,1830-01-18,,1830-01-18,1830.0,1830,250
2 II H.27:1,faust://document/faustedition/2_II_H.27_1,2 II H.27:1,Witness,,36,72,71,0,,,,,,,,252
2 II H.29,faust://document/faustedition/2_II_H.29,2 II H.29,Witness,,37,73,74,2,,,1830-06-26,,1830-06-26,1830.0,1830,255
2 II H.2:2,faust://document/faustedition/2_II_H.2_2,2 II H.2:2,Witness,,38,76,75,0,,,,,,,,217
2 II H.30,faust://document/faustedition/2_II_H.30,2 II H.30,Witness,,39,77,78,4,,,1830-06-26,,1830-06-26,1830.0,1830,256
2 II H.31,faust://document/faustedition/2_II_H.31,2 II H.31,Witness,,40,79,80,6,,,1830-06-26,,1830-06-26,1830.0,1830,257
2 II H.32,faust://document/faustedition/2_II_H.32,2 II H.32,Witness,,41,81,82,2,,,1832-06-06,,1832-06-06,1832.0,1832,259
2 II H.37,faust://document/faustedition/2_II_H.37,2 II H.37,Witness,,42,83,84,2,,,1830-06-26,,1830-06-26,1830.0,1830,265
2 II H.40,faust://document/faustedition/2_II_H.40,2 II H.40,Witness,,43,85,86,2,,,1830-02-02,,1830-02-02,1830.0,1830,268
2 II H.43,faust://document/faustedition/2_II_H.43,2 II H.43,Witness,,44,87,88,2,,,1830-06-26,,1830-06-26,1830.0,1830,271
2 II H.44,faust://document/faustedition/2_II_H.44,2 II H.44,Witness,,45,89,90,4,,,1830-06-26,,1830-06-26,1830.0,1830,272
2 II H.50,faust://document/faustedition/2_II_H.50,2 II H.50,Witness,,46,91,92,2,,,1830-06-26,,1830-06-26,1830.0,1830,279
2 II H.59,faust://document/faustedition/2_II_H.59,2 II H.59,Witness,,47,93,94,2,,,1830-06-26,,1830-06-26,1830.0,1830,288
2 II H.5a,faust://document/faustedition/2_II_H.5a,2 II H.5a,Witness,,48,95,96,2,,,1832-06-06,,1832-06-06,1832.0,1832,223
2 II H.68,faust://document/faustedition/2_II_H.68,2 II H.68,Witness,,49,97,98,2,,,1830-03-27,1830-12-10,1830-03-27,1830.0,1830,297
2 II H.6a,faust://document/faustedition/2_II_H.6a,2 II H.6a,Witness,,50,100,99,0,,,,,,,,225
2 II H.6b,faust://document/faustedition/2_II_H.6b,2 II H.6b,Witness,,51,102,101,0,,,,,,,,226
2 IV H.12,faust://document/faustedition/2_IV_H.12,2 IV H.12,Witness,,52,103,104,2,,,1831-10-28,,1831-10-28,1831.0,1831,467
2 IV H.13b,faust://document/faustedition/2_IV_H.13b,2 IV H.13b,Witness,,53,106,105,0,,,,,,,,470
2 IV H.14,faust://document/faustedition/2_IV_H.14,2 IV H.14,Witness,,54,107,108,2,,,1832-06-06,,1832-06-06,1832.0,1832,471
2 IV H.17,faust://document/faustedition/2_IV_H.17,2 IV H.17,Witness,,55,109,110,2,,,1831-07-01,,1831-07-01,1831.0,1831,474
2 IV H.19,faust://document/faustedition/2_IV_H.19,2 IV H.19,Witness,,56,112,111,0,,,,,,,,476
2 IV H.22,faust://document/faustedition/2_IV_H.22,2 IV H.22,Witness,,57,113,114,2,,,1832-06-06,,1832-06-06,1832.0,1832,480
2 IV H.22a,faust://document/faustedition/2_IV_H.22a,2 IV H.22a,Witness,,58,115,116,2,,,1831-11-27,,1831-11-27,1831.0,1831,481
2 IV H.22c,faust://document/faustedition/2_IV_H.22c,2 IV H.22c,Witness,,59,117,118,4,,,1831-11-27,,1831-11-27,1831.0,1831,483
2 IV H.22e,faust://document/faustedition/2_IV_H.22e,2 IV H.22e,Witness,,60,120,119,0,,,,,,,,486
2 IV H.22f,faust://document/faustedition/2_IV_H.22f,2 IV H.22f,Witness,,61,122,121,0,,,,,,,,487
2 IV H.4,faust://document/faustedition/2_IV_H.4,2 IV H.4,Witness,,62,123,124,2,,,1832-06-06,,1832-06-06,1832.0,1832,455
2 IV H.6:1,faust://document/faustedition/2_IV_H.6_1,2 IV H.6:1,Witness,,63,125,126,2,,,1832-06-06,,1832-06-06,1832.0,1832,458
2 IV H.6:2,faust://document/faustedition/2_IV_H.6_2,2 IV H.6:2,Witness,,64,128,127,0,,,,,,,,459
2 IV H.7a,faust://document/faustedition/2_IV_H.7a,2 IV H.7a,Witness,,65,129,130,4,,,1832-06-06,,1832-06-06,1832.0,1832,461
2 IV H.7b,faust://document/faustedition/2_IV_H.7b,2 IV H.7b,Witness,,66,132,131,0,,,,,,,,462
2 IV H.9,faust://document/faustedition/2_IV_H.9,2 IV H.9,Witness,,67,133,134,2,,,1831-11-27,,1831-11-27,1831.0,1831,464
2 I H.0,faust://document/faustedition/2_I_H.0,2 I H.0,Witness,,68,136,135,0,,,,,,,,118
2 I H.0a,faust://document/faustedition/2_I_H.0a,2 I H.0a,Witness,,69,138,137,0,,,,,,,,119
2 I H.0b,faust://document/faustedition/2_I_H.0b,2 I H.0b,Witness,,70,140,139,0,,,,,,,,120
2 I H.0c,faust://document/faustedition/2_I_H.0c,2 I H.0c,Witness,,71,142,141,0,,,,,,,,121
2 I H.0d,faust://document/faustedition/2_I_H.0d,2 I H.0d,Witness,,72,144,143,0,,,,,,,,122
2 I H.10,faust://document/faustedition/2_I_H.10,2 I H.10,Witness,,73,145,146,2,,,1832-06-06,,1832-06-06,1832.0,1832,149
2 I H.12:1,faust://document/faustedition/2_I_H.12_1,2 I H.12:1,Witness,,74,147,148,2,,,,,,,,152
2 I H.12:2,faust://document/faustedition/2_I_H.12_2,2 I H.12:2,Witness,,75,150,149,0,,,,,,,,153
2 I H.12a,faust://document/faustedition/2_I_H.12a,2 I H.12a,Witness,,76,151,152,4,,,,,,,,154
2 I H.14,faust://document/faustedition/2_I_H.14,2 I H.14,Witness,,77,153,154,2,,,,,,,,156
2 I H.15b,faust://document/faustedition/2_I_H.15b,2 I H.15b,Witness,,78,155,156,2,,,1832-06-06,,1832-06-06,1832.0,1832,159
2 I H.15c,faust://document/faustedition/2_I_H.15c,2 I H.15c,Witness,,79,158,157,0,,,,,,,,160
2 I H.16,faust://document/faustedition/2_I_H.16,2 I H.16,Witness,,80,160,159,0,,,,,,,,161
2 I H.18,faust://document/faustedition/2_I_H.18,2 I H.18,Witness,,81,161,162,2,,,1828-03-31,,1828-03-31,1828.0,1828,163
2 I H.19,faust://document/faustedition/2_I_H.19,2 I H.19,Witness,,82,163,164,2,,,,,,,,164
2 I H.2,faust://document/faustedition/2_I_H.2,2 I H.2,Witness,,83,165,166,2,,,1832-06-06,,1832-06-06,1832.0,1832,124
2 I H.23,faust://document/faustedition/2_I_H.23,2 I H.23,Witness,,84,167,168,2,,,1828-03-31,,1828-03-31,1828.0,1828,168
2 I H.24a,faust://document/faustedition/2_I_H.24a,2 I H.24a,Witness,,85,170,169,0,,,,,,,,170
2 I H.49,faust://document/faustedition/2_I_H.49,2 I H.49,Witness,,86,171,172,2,,,1829-10-01,,1829-10-01,1829.0,1829,200
2 I H.51,faust://document/faustedition/2_I_H.51,2 I H.51,Witness,,87,173,174,2,,,1832-06-06,,1832-06-06,1832.0,1832,204
2 I H.52,faust://document/faustedition/2_I_H.52,2 I H.52,Witness,,88,175,176,4,,,1832-06-06,,1832-06-06,1832.0,1832,205
2 I H.53,faust://document/faustedition/2_I_H.53,2 I H.53,Witness,,89,177,178,6,,,1832-06-06,,1832-06-06,1832.0,1832,206
2 I H.54,faust://document/faustedition/2_I_H.54,2 I H.54,Witness,,90,179,180,2,,,1832-06-06,,1832-06-06,1832.0,1832,207
2 I H.55,faust://document/faustedition/2_I_H.55,2 I H.55,Witness,,91,181,182,4,,,1832-06-06,,1832-06-06,1832.0,1832,208
2 I H.6a,faust://document/faustedition/2_I_H.6a,2 I H.6a,Witness,,92,184,183,0,,,,,,,,129
2 V H.0d,faust://document/faustedition/2_V_H.0d,2 V H.0d,Witness,,93,186,185,0,,,,,,,,492
2 V H.0e,faust://document/faustedition/2_V_H.0e,2 V H.0e,Witness,,94,188,187,0,,,,,,,,493
2 V H.12:2,faust://document/faustedition/2_V_H.12_2,2 V H.12:2,Witness,,95,189,190,2,,,1825-03-17,,1825-03-17,1825.0,1825,509
2 V H.14a*,faust://document/faustedition/2_V_H.14a_,2 V H.14a*,Witness,,96,192,191,0,,,,,,,,512
2 V H.16,faust://document/faustedition/2_V_H.16,2 V H.16,Witness,,97,193,194,2,,,1825-03-17,1831-04-01,1825-03-17,1825.0,1825,516
2 V H.35a*,faust://document/faustedition/2_V_H.35a_,2 V H.35a*,Witness,,98,196,195,0,,,,,,,,539
2 V H.36,faust://document/faustedition/2_V_H.36,2 V H.36,Witness,,99,197,198,2,,,1830-12-18,,1830-12-18,1830.0,1830,540
2 V H.37a,faust://document/faustedition/2_V_H.37a,2 V H.37a,Witness,,100,199,200,2,,,1830-12-18,,1830-12-18,1830.0,1830,542
2 V H.32a,faust://document/faustedition/2_V_H.32a,2 V H.32a,Witness,,101,201,202,4,,,1830-12-18,,1830-12-18,1830.0,1830,535
2 V H.37d,faust://document/faustedition/2_V_H.37d,2 V H.37d,Witness,,102,204,203,0,,,,,,,,545
2 V H.37e,faust://document/faustedition/2_V_H.37e,2 V H.37e,Witness,,103,205,206,2,,,1830-12-18,,1830-12-18,1830.0,1830,546
2 V H.37f,faust://document/faustedition/2_V_H.37f,2 V H.37f,Witness,,104,207,208,4,,,1830-12-18,,1830-12-18,1830.0,1830,548
2 III H.27 alpha,faust://inscription/faustedition/2_III_H.27/alpha,2 III H.27 alpha,Inscription,2 III H.27,105,209,210,2,,,1825-04-06,,1825-04-06,1825.0,1825,28
2 III H.30 alpha,faust://inscription/faustedition/2_III_H.30/alpha,2 III H.30 alpha,Inscription,2 III H.30,106,211,212,2,,,1825-03-08,,1825-03-08,1825.0,1825,29
2 III H.70 alpha,faust://inscription/faustedition/2_III_H.70/alpha,2 III H.70 alpha,Inscription,2 III H.70,107,213,214,2,,,1826-05-19,,1826-05-19,1826.0,1826,31
2 III H.71 alpha,faust://inscription/faustedition/2_III_H.71/alpha,2 III H.71 alpha,Inscription,2 III H.71,108,215,216,2,,,1826-05-19,,1826-05-19,1826.0,1826,30
2 II H.69 alpha,faust://inscription/faustedition/2_II_H.69/alpha,2 II H.69 alpha,Inscription,2 II H.69,109,217,218,2,,,1831-02-26,,1831-02-26,1831.0,1831,24
2 II H.72,faust://document/faustedition/2_II_H.72,2 II H.72,Witness,,110,219,220,4,,,1831-02-26,,1831-02-26,1831.0,1831,301
2 II H.71 alpha,faust://inscription/faustedition/2_II_H.71/alpha,2 II H.71 alpha,Inscription,2 II H.71,111,221,222,2,,,1830-06-26,,1830-06-26,1830.0,1830,23
2 IV H.12 i_v_o,faust://inscription/faustedition/2_IV_H.12/i_v_o,2 IV H.12 i_v_o,Inscription,2 IV H.12,112,223,224,2,,,1832-06-06,,1832-06-06,1832.0,1832,89
2 IV H.11,faust://document/faustedition/2_IV_H.11,2 IV H.11,Witness,,113,225,226,6,,,1832-06-06,,1832-06-06,1832.0,1832,466
2 IV H.15,faust://document/faustedition/2_IV_H.15,2 IV H.15,Witness,,114,227,228,8,,,1832-06-06,,1832-06-06,1832.0,1832,472
2 IV H.20 i_uebrige,faust://inscription/faustedition/2_IV_H.20/i_uebrige,2 IV H.20 i_uebrige,Inscription,2 IV H.20,115,229,230,2,,,,,,,,61
2 I H.21 alpha,faust://inscription/faustedition/2_I_H.21/alpha,2 I H.21 alpha,Inscription,2 I H.21,116,231,232,2,,,1828-03-31,,1828-03-31,1828.0,1828,32
2 I H.20,faust://document/faustedition/2_I_H.20,2 I H.20,Witness,,117,233,234,6,,,,,,,,165
2 I H.21,faust://document/faustedition/2_I_H.21,2 I H.21,Witness,,118,235,236,4,,,1828-03-31,,1828-03-31,1828.0,1828,166
2 I H.32 alpha,faust://inscription/faustedition/2_I_H.32/alpha,2 I H.32 alpha,Inscription,2 I H.32,119,237,238,2,,,1828-01-01,,1828-01-01,1828.0,1827,33
2 V H.17 i_r,faust://inscription/faustedition/2_V_H.17/i_r,2 V H.17 i_r,Inscription,2 V H.17,120,239,240,2,,,1825-03-17,1825-03-27,1825-03-17,1825.0,1825,45
2 V H.3 alpha,faust://inscription/faustedition/2_V_H.3/alpha,2 V H.3 alpha,Inscription,2 V H.3,121,241,242,2,,,1825-03-05,,1825-03-05,1825.0,1825,22
2 V H.32a alpha,faust://inscription/faustedition/2_V_H.32a/alpha,2 V H.32a alpha,Inscription,2 V H.32a,122,243,244,6,,,1830-12-18,,1830-12-18,1830.0,1830,27
fischer_lamberg: 2_III_H.15,faust://document/fischer_lamberg/2_III_H.15,fischer_lamberg: 2_III_H.15,UnknownRef,,123,246,245,0,,,,,,,,97
fischer_lamberg: 2_III_H.22_5,faust://document/fischer_lamberg/2_III_H.22_5,fischer_lamberg: 2_III_H.22_5,UnknownRef,,124,247,248,2,,,1826-05-19,,1826-05-19,1826.0,1826,96
wa: 2_H_P167,faust://document/wa/2_H_P167,wa: 2_H_P167,UnknownRef,,125,250,249,0,,,,,,,,115
wa: 2_III_H.2_alpha,faust://document/wa/2_III_H.2_alpha,wa: 2_III_H.2_alpha,UnknownRef,,126,251,252,2,,,1826-05-19,,1826-05-19,1826.0,1826,107
2 II H.2: … (3),faust://document/wa/2_II_H.2,2 II H.2: … (3),AmbiguousRef,,127,253,254,2,,,1832-06-06,,1832-06-06,1832.0,1832,216
wa: 2_II_H.31_alpha,faust://document/wa/2_II_H.31_alpha,wa: 2_II_H.31_alpha,UnknownRef,,128,255,256,2,,,1832-06-06,,1832-06-06,1832.0,1832,106
wa: 2_H_P167 i_uebrige,faust://inscription/wa/2_H_P167/i_uebrige,wa: 2_H_P167 i_uebrige,Inscription,wa: 2_H_P167,129,257,258,2,,,1825-04-06,,1825-04-06,1825.0,1825,116
D.4alpha,faust://document/faustedition/D.4alpha,D.4alpha,Witness,,130,260,259,0,,,,,,,,669
"gsa_1: GSA_25_XIX,4","faust://document/gsa_1/GSA_25_XIX,4","gsa_1: GSA_25_XIX,4",UnknownRef,,131,261,262,2,,,1829-08-30,,1829-08-30,1829.0,1829,673
gsa_2: GSA_25_W_1714,faust://document/gsa_2/GSA_25_W_1714,gsa_2: GSA_25_W_1714,UnknownRef,,132,263,264,4,,,,,,,,678
bohnenkamp: H_P179.1,faust://document/bohnenkamp/H_P179.1,bohnenkamp: H_P179.1,UnknownRef,,133,265,266,2,,,,,,,,680
bohnenkamp: H_P182,faust://document/bohnenkamp/H_P182,bohnenkamp: H_P182,UnknownRef,,134,267,268,2,,,1832-06-06,,1832-06-06,1832.0,1832,679
H P123.3,faust://document/faustedition/H_P123.3,H P123.3,Witness,,135,270,269,0,,,,,,,,609
H P123.4,faust://document/faustedition/H_P123.4,H P123.4,Witness,,136,272,271,0,,,,,,,,610
H P123.6,faust://document/faustedition/H_P123.6,H P123.6,Witness,,137,274,273,0,,,,,,,,612
H P123.7,faust://document/faustedition/H_P123.7,H P123.7,Witness,,138,276,275,0,,,,,,,,613
H P123.8,faust://document/faustedition/H_P123.8,H P123.8,Witness,,139,278,277,0,,,,,,,,614
H P123.9,faust://document/faustedition/H_P123.9,H P123.9,Witness,,140,280,279,0,,,,,,,,615
H P148,faust://document/faustedition/H_P148,H P148,Witness,,141,282,281,0,,,,,,,,621
H P156a*,faust://document/faustedition/H_P156a_,H P156a*,Witness,,142,284,283,0,,,,,,,,623
H P167,faust://document/faustedition/H_P167,H P167,Witness,,143,286,285,0,,,,,,,,632
H P174,faust://document/faustedition/H_P174,H P174,Witness,,144,288,287,0,,,,,,,,634
H P176,faust://document/faustedition/H_P176,H P176,Witness,,145,290,289,0,,,,,,,,635
H P176 Var,faust://document/faustedition/H_P176_Var,H P176 Var,Witness,,146,292,291,0,,,,,,,,636
H P179,faust://document/faustedition/H_P179,H P179,Witness,,147,294,293,0,,,,,,,,638
H P190,faust://document/faustedition/H_P190,H P190,Witness,,148,295,296,2,,,,,,,,644
H P190b,faust://document/faustedition/H_P190b,H P190b,Witness,,149,298,297,0,,,,,,,,646
H P204,faust://document/faustedition/H_P204,H P204,Witness,,150,299,300,2,,,1830-06-02,,1830-06-02,1830.0,1830,651
2 II H.48,faust://document/faustedition/2_II_H.48,2 II H.48,Witness,,151,301,302,4,,,1830-06-02,1830-06-02,1830-06-02,1830.0,1830,277
H P22,faust://document/faustedition/H_P22,H P22,Witness,,152,304,303,0,,,,,,,,566
H P42,faust://document/faustedition/H_P42,H P42,Witness,,153,306,305,0,,,,,,,,574
H P68 Var,faust://document/faustedition/H_P68_Var,H P68 Var,Witness,,154,307,308,2,,,1798-05-06,,1798-05-06,1798.0,1798,582
H P82a,faust://document/faustedition/H_P82a,H P82a,Witness,,155,310,309,0,,,,,,,,588
H P9a,faust://document/faustedition/H_P9a,H P9a,Witness,,156,312,311,0,,,,,,,,559
H P167 i_r_u,faust://inscription/faustedition/H_P167/i_r_u,H P167 i_r_u,Inscription,H P167,157,313,314,2,,,1825-04-06,,1825-04-06,1825.0,1825,687
H P65 i_uebrige,faust://inscription/faustedition/H_P65/i_uebrige,H P65 i_uebrige,Inscription,H P65,158,315,316,2,,,1798-05-06,,1798-05-06,1798.0,1798,689
J.3-1,faust://document/faustedition/J.3-1,J.3-1,Witness,,159,318,317,0,,,,,,,,695
J.3-2,faust://document/faustedition/J.3-2,J.3-2,Witness,,160,320,319,0,,,,,,,,696
bohnenkamp: P10,faust://document/bohnenkamp/P10,bohnenkamp: P10,UnknownRef,,161,322,321,0,,,,,,,,697
fischer_lamberg: P170a,faust://document/fischer_lamberg/P170a,fischer_lamberg: P170a,UnknownRef,,162,324,323,0,,,,,,,,699
wa: P179.1,faust://document/wa/P179.1,wa: P179.1,UnknownRef,,163,326,325,0,,,,,,,,704
wa: P179.2,faust://document/wa/P179.2,wa: P179.2,UnknownRef,,164,328,327,0,,,,,,,,703
wa: P179.3,faust://document/wa/P179.3,wa: P179.3,UnknownRef,,165,330,329,0,,,,,,,,705
wa: P191Var,faust://document/wa/P191Var,wa: P191Var,UnknownRef,,166,332,331,0,,,,,,,,706
wa: P179.2 i_2_r,faust://inscription/wa/P179.2/i_2_r,wa: P179.2 i_2_r,Inscription,wa: P179.2,167,333,334,4,,,,,,,,709
R 2,faust://document/faustedition/R_2,R 2,Witness,,168,336,335,0,,,,,,,,713
R 3,faust://document/faustedition/R_3,R 3,Witness,,169,338,337,0,,,,,,,,714
T 0 H,faust://document/faustedition/T_0_H,T 0 H,Witness,,170,340,339,0,,,,,,,,716
T 3 H.2,faust://document/faustedition/T_3_H.2,T 3 H.2,Witness,,171,342,341,0,,,,,,,,721
T 3 H.3,faust://document/faustedition/T_3_H.3,T 3 H.3,Witness,,172,344,343,0,,,,,,,,722
T 6 H.1,faust://document/faustedition/T_6_H.1,T 6 H.1,Witness,,173,346,345,0,,,,,,,,728
T 6 H.2,faust://document/faustedition/T_6_H.2,T 6 H.2,Witness,,174,348,347,0,,,,,,,,729
Testhandschrift,faust://document/faustedition/Testhandschrift,Testhandschrift,Witness,,175,350,349,0,,,,,,,,730
H P6,faust://document/faustedition/H_P6,H P6,Witness,,176,351,352,3,1773-06-09,1773-06-09,1775-11-08,1775-11-08,1774-08-24,1774.0,1773 … 1775,556
1 H.7,faust://document/faustedition/1_H.7,1 H.7,Witness,,177,353,354,5,1775-11-06,1775-11-06,1788-08-25,1788-08-25,1782-04-01,1782.0,1775 … 1788,10
1 H.5,faust://document/faustedition/1_H.5,1 H.5,Witness,,178,355,356,9,1775-12-31,1775-12-31,1777-01-01,1777-01-01,1776-07-01,1776.0,1776,8
J.1,faust://document/faustedition/J.1,J.1,Witness,,179,357,358,17,1781-12-31,1781-12-31,1783-01-01,1783-01-01,1782-07-02,1782.0,1782,693
1 H.11,faust://document/faustedition/1_H.11,1 H.11,Witness,,180,359,360,21,1786-05-31,1786-05-31,1787-03-01,1787-03-01,1786-10-15,1786.0,1786 … 1787,14
H P22 i_uebrige,faust://inscription/faustedition/H_P22/i_uebrige,H P22 i_uebrige,Inscription,H P22,181,361,362,26,1787-12-31,1787-12-31,1789-01-01,1789-01-01,1788-07-01,1788.0,1788,690
H P13,faust://document/faustedition/H_P13,H P13,Witness,,182,363,364,27,1788-04-30,1788-04-30,1789-10-01,1789-10-01,1789-01-14,1789.0,1788 … 1789,562
H P65,faust://document/faustedition/H_P65,H P65,Witness,,183,365,366,38,1789-12-31,1789-12-31,1794-01-01,1794-01-01,1792-01-01,1792.0,1790 … 1793,579
S,faust://document/faustedition/S,S,Witness,,184,367,368,39,1790-03-31,1790-03-31,1790-07-01,1790-07-01,1790-05-16,1790.0,1790,715
1 H.4,faust://document/faustedition/1_H.4,1 H.4,Witness,,185,369,370,47,1795-09-30,1795-09-30,1797-06-25,1797-06-25,1796-08-12,1796.0,1795 … 1797,7
1 H.13,faust://document/faustedition/1_H.13,1 H.13,Witness,,186,371,372,49,1797-06-23,1797-06-23,1798-05-06,1798-05-06,1797-11-28,1797.0,1797 … 1798,16
2 II H.5,faust://document/faustedition/2_II_H.5,2 II H.5,Witness,,187,373,374,49,1797-06-23,1797-06-23,1800-11-09,1800-11-09,1799-03-02,1799.0,1797 … 1800,222
2 II H.5 i_r,faust://inscription/faustedition/2_II_H.5/i_r,2 II H.5 i_r,Inscription,2 II H.5,188,375,376,49,1797-06-23,1797-06-23,1800-11-09,1800-11-09,1799-03-02,1799.0,1797 … 1800,43
2 II H.5 i_v,faust://inscription/faustedition/2_II_H.5/i_v,2 II H.5 i_v,Inscription,2 II H.5,189,377,378,49,1797-06-23,1797-06-23,1800-11-09,1800-11-09,1799-03-02,1799.0,1797 … 1800,76
2 V H.15a i_r_gt,faust://inscription/faustedition/2_V_H.15a/i_r_gt,2 V H.15a i_r_gt,Inscription,2 V H.15a,190,379,380,49,1797-06-23,1797-06-23,1798-05-06,1798-05-06,1797-11-28,1797.0,1797 … 1798,56
H P14,faust://document/faustedition/H_P14,H P14,Witness,,191,381,382,49,1797-06-23,1797-06-23,1801-04-08,1801-04-08,1799-05-16,1799.0,1797 … 1801,563
H P20,faust://document/faustedition/H_P20,H P20,Witness,,192,383,384,49,1797-06-23,1797-06-23,1798-05-06,1798-05-06,1797-11-28,1797.0,1797 … 1798,565
H P26,faust://document/faustedition/H_P26,H P26,Witness,,193,385,386,49,1797-06-23,1797-06-23,1798-05-06,1798-05-06,1797-11-28,1797.0,1797 … 1798,568
H P50,faust://document/faustedition/H_P50,H P50,Witness,,194,387,388,49,1797-06-23,1797-06-23,1800-11-09,1800-11-09,1799-03-02,1799.0,1797 … 1800,576
H P67,faust://document/faustedition/H_P67,H P67,Witness,,195,389,390,49,1797-06-23,1797-06-23,1798-05-06,1798-05-06,1797-11-28,1797.0,1797 … 1798,580
H P68,faust://document/faustedition/H_P68,H P68,Witness,,196,391,392,51,1797-06-23,1797-06-23,1798-05-06,1798-05-06,1797-11-28,1797.0,1797 … 1798,581
H P69,faust://document/faustedition/H_P69,H P69,Witness,,197,393,394,49,1797-06-23,1797-06-23,1798-05-06,1798-05-06,1797-11-28,1797.0,1797 … 1798,583
