,uri,label,kind,inscription_of,position,rank,max_before_date,max_abs_before_date,min_after_date,min_abs_after_date,avg,avg_year,yearlabel,baseline_position
2 II H.18,faust://document/faustedition/2_II_H.18,2 II H.18,Witness,,587,778,1830-01-11,,1830-01-21,,1830-01-16,1830.0,1830,239
2 II H.20,faust://document/faustedition/2_II_H.20,2 II H.20,Witness,,588,783,1830-01-11,1829-08-01,1830-01-30,1830-01-30,1830-01-20,1830.0,1830,241
2 II H.27:1,faust://document/faustedition/2_II_H.27_1,2 II H.27:1,Witness,,589,786,1830-01-11,1829-08-02,1830-01-31,1830-01-31,1830-01-21,1830.0,1830,248
H P124,faust://document/faustedition/H_P124,H P124,Witness,,590,781,1830-01-11,1829-08-09,1830-02-07,1830-02-07,1830-01-24,1830.0,1830,603
2 II H.17,faust://document/faustedition/2_II_H.17,2 II H.17,Witness,,591,797,1830-01-16,1830-01-16,1830-01-21,1830-01-21,1830-01-18,1830.0,1830,238
2 II H.27:2,faust://document/faustedition/2_II_H.27_2,2 II H.27:2,Witness,,592,801,1830-01-24,1830-01-24,1830-01-30,1830-01-30,1830-01-27,1830.0,1830,249
2 II H.28 alpha,faust://inscription/faustedition/2_II_H.28/alpha,2 II H.28 alpha,Inscription,2 II H.28,593,797,1830-01-24,,,,1830-01-24,1830.0,1830,23
2 II H.28,faust://document/faustedition/2_II_H.28,2 II H.28,Witness,,594,803,1830-01-24,,1830-06-26,,1830-04-10,1830.0,1830,250
2 II H.45,faust://document/faustedition/2_II_H.45,2 II H.45,Witness,,595,794,1830-01-24,1830-01-24,1830-01-30,1830-01-30,1830-01-27,1830.0,1830,269
2 II H.22,faust://document/faustedition/2_II_H.22,2 II H.22,Witness,,596,798,1830-01-27,1830-01-27,1830-02-01,1830-02-01,1830-01-29,1830.0,1830,243
2 II H.25,faust://document/faustedition/2_II_H.25,2 II H.25,Witness,,597,805,1830-01-27,1830-01-16,1830-02-02,1830-07-17,1830-01-30,1830.0,1830,246
2 II H.54,faust://document/faustedition/2_II_H.54,2 II H.54,Witness,,598,799,1830-01-27,,1830-02-02,,1830-01-30,1830.0,1830,279
2 II H.24,faust://document/faustedition/2_II_H.24,2 II H.24,Witness,,599,801,1830-01-27,,1830-02-02,,1830-01-30,1830.0,1830,245
2 II H.41,faust://document/faustedition/2_II_H.41,2 II H.41,Witness,,600,801,1830-01-27,,1830-02-02,,1830-01-30,1830.0,1830,265
2 II H.23,faust://document/faustedition/2_II_H.23,2 II H.23,Witness,,601,809,1830-01-27,1830-01-23,1830-02-02,1830-02-02,1830-01-30,1830.0,1830,244
2 II H.42,faust://document/faustedition/2_II_H.42,2 II H.42,Witness,,602,801,1830-01-31,1830-01-31,1830-03-29,1830-03-29,1830-02-28,1830.0,1830,266
2 II H.39,faust://document/faustedition/2_II_H.39,2 II H.39,Witness,,603,805,1830-01-31,,1830-06-26,,1830-04-14,1830.0,1830,263
2 II H.49,faust://document/faustedition/2_II_H.49,2 II H.49,Witness,,604,803,1830-01-31,1830-01-31,1830-06-26,1830-06-26,1830-04-14,1830.0,1830,274
2 II H.51,faust://document/faustedition/2_II_H.51,2 II H.51,Witness,,605,806,1830-01-31,,1830-06-26,,1830-04-14,1830.0,1830,276
2 II H.53,faust://document/faustedition/2_II_H.53,2 II H.53,Witness,,606,803,1830-01-31,,1830-06-26,,1830-04-14,1830.0,1830,278
H P125,faust://document/faustedition/H_P125,H P125,Witness,,607,815,1830-02-05,1830-02-05,1830-02-07,1830-02-07,1830-02-06,1830.0,1830,604
2 V H.1a,faust://document/faustedition/2_V_H.1a,2 V H.1a,Witness,,608,818,1830-02-11,1830-02-11,1831-05-05,1831-05-18,1830-09-23,1830.0,1830 … 1831,485
2 V H.1,faust://document/faustedition/2_V_H.1,2 V H.1,Witness,,609,819,1830-02-11,,1832-06-06,,1831-04-10,1831.0,1830 … 1832,484
wa: 2_V_H.alpha,faust://document/wa/2_V_H.alpha,wa: 2_V_H.alpha,UnknownRef,,610,819,1830-02-11,,1832-06-06,,1831-04-10,1831.0,1830 … 1832,110
2 II H.19,faust://document/faustedition/2_II_H.19,2 II H.19,Witness,,611,818,1830-02-15,1830-02-15,1830-06-26,1830-08-16,1830-04-21,1830.0,1830,240
2 II H.56,faust://document/faustedition/2_II_H.56,2 II H.56,Witness,,612,821,1830-02-15,1830-02-15,1830-06-26,1830-08-16,1830-04-21,1830.0,1830,281
2 II H.58,faust://document/faustedition/2_II_H.58,2 II H.58,Witness,,613,821,1830-02-15,1830-02-15,1830-06-26,1830-08-16,1830-04-21,1830.0,1830,283
2 II H.60,faust://document/faustedition/2_II_H.60,2 II H.60,Witness,,614,823,1830-02-28,1830-02-28,1830-05-01,1830-05-01,1830-03-31,1830.0,1830,285
2 II H.33,faust://document/faustedition/2_II_H.33,2 II H.33,Witness,,615,830,1830-03-21,1830-03-21,1830-09-19,1830-09-19,1830-06-20,1830.0,1830,256
2 II H.52,faust://document/faustedition/2_II_H.52,2 II H.52,Witness,,616,831,1830-03-25,1830-03-25,1830-03-27,1830-03-27,1830-03-26,1830.0,1830,277
2 II H.47,faust://document/faustedition/2_II_H.47,2 II H.47,Witness,,617,840,1830-03-25,,1830-06-26,,1830-05-10,1830.0,1830,271
2 II H.55,faust://document/faustedition/2_II_H.55,2 II H.55,Witness,,618,833,1830-03-25,1830-03-25,1830-03-27,1830-03-27,1830-03-26,1830.0,1830,280
2 II H.57,faust://document/faustedition/2_II_H.57,2 II H.57,Witness,,619,846,1830-03-25,1830-02-15,1830-06-26,1830-08-16,1830-05-10,1830.0,1830,282
2 II H.61,faust://document/faustedition/2_II_H.61,2 II H.61,Witness,,620,833,1830-03-25,1830-03-25,1830-03-27,1830-03-27,1830-03-26,1830.0,1830,286
2 II H.62,faust://document/faustedition/2_II_H.62,2 II H.62,Witness,,621,836,1830-03-25,1830-03-25,1830-06-26,1830-09-23,1830-05-10,1830.0,1830,287
2 II H.31a,faust://document/faustedition/2_II_H.31a,2 II H.31a,Witness,,622,840,1830-04-18,1830-04-18,1830-04-20,1830-04-20,1830-04-19,1830.0,1830,254
2 II H.34,faust://document/faustedition/2_II_H.34,2 II H.34,Witness,,623,846,1830-04-22,1830-04-22,1830-10-21,1830-10-21,1830-07-22,1830.0,1830,257
2 II H.64,faust://document/faustedition/2_II_H.64,2 II H.64,Witness,,624,846,1830-05-28,1830-05-28,1830-06-26,1830-11-26,1830-06-11,1830.0,1830,289
2 II H.65,faust://document/faustedition/2_II_H.65,2 II H.65,Witness,,625,849,1830-05-28,1830-05-28,1830-06-26,1830-11-26,1830-06-11,1830.0,1830,290
2 II H.66,faust://document/faustedition/2_II_H.66,2 II H.66,Witness,,626,850,1830-05-28,1830-05-28,1830-06-26,1830-11-26,1830-06-11,1830.0,1830,291
H P159,faust://document/faustedition/H_P159,H P159,Witness,,627,853,1830-06-04,1830-06-04,1830-12-03,1830-12-03,1830-09-03,1830.0,1830,612
H P160,faust://document/faustedition/H_P160,H P160,Witness,,628,853,1830-06-04,1830-06-04,1830-12-03,1830-12-03,1830-09-03,1830.0,1830,613
H P126,faust://document/faustedition/H_P126,H P126,Witness,,629,854,1830-06-08,1830-06-08,1830-06-21,1830-06-21,1830-06-14,1830.0,1830,605
2 II H.67,faust://document/faustedition/2_II_H.67,2 II H.67,Witness,,630,860,1830-06-11,1830-06-11,1830-06-26,1830-12-10,1830-06-18,1830.0,1830,292
2 II H.71,faust://document/faustedition/2_II_H.71,2 II H.71,Witness,,631,858,1830-06-11,1830-06-11,1830-06-26,1830-12-10,1830-06-18,1830.0,1830,296
2 II H.69,faust://document/faustedition/2_II_H.69,2 II H.69,Witness,,632,861,1830-06-11,,1831-02-26,,1830-10-19,1830.0,1830 … 1831,294
2 II H.74,faust://document/faustedition/2_II_H.74,2 II H.74,Witness,,633,938,1830-06-11,1829-12-26,1830-06-26,1830-06-26,1830-06-18,1830.0,1830,299
2 II H.7,faust://document/faustedition/2_II_H.7,2 II H.7,Witness,,634,886,1830-06-11,,1832-06-06,,1831-06-09,1831.0,1830 … 1832,224
2 II H.35,faust://document/faustedition/2_II_H.35,2 II H.35,Witness,,635,883,1830-06-11,,1832-06-06,,1831-06-09,1831.0,1830 … 1832,258
2 II H.36,faust://document/faustedition/2_II_H.36,2 II H.36,Witness,,636,886,1830-06-11,,1832-06-06,,1831-06-09,1831.0,1830 … 1832,259
2 II H.36a,faust://document/faustedition/2_II_H.36a,2 II H.36a,Witness,,637,883,1830-06-11,,1832-06-06,,1831-06-09,1831.0,1830 … 1832,260
2 II H.47a,faust://document/faustedition/2_II_H.47a,2 II H.47a,Witness,,638,883,1830-06-11,,1832-06-06,,1831-06-09,1831.0,1830 … 1832,272
